,rank,year,movie,wwbox_office,dombox_office,internationalbox_office,url,genre,production_companies,inflation_rank,infl_gross_box_office,actors,directors,main,number_of_stars,director_main,number_of_directors,production_companies_main,number_of_production_companies
82,83,2017,Wonder Woman,818058221.0,412563408.0,405494813.0,/movie/Wonder-Woman-(2017),Action,"['Warner-Bros', 'Atlas-Entertainment', 'Cruel-and-Unusual-Films', 'RatPac-Entertainment', 'Dune-Entertainment', 'Tencent-Pictures', 'Wanda-Pictures']",85,421302210.0,"['Gal Gadot', 'Chris Pine']",['Patty Jenkins'],Gal Gadot,2,Patty Jenkins,1,Warner-Bros,7
83,84,1996,Independence Day,817400878.0,306169255.0,511231623.0,/movie/Independence-Day,Adventure,['Centropolis-Entertainment'],23,634504608.0,[],['Roland Emmerich'],,0,Roland Emmerich,1,Centropolis-Entertainment,1
84,85,2016,Fantastic Beasts and Where to Find Them,811724385.0,234037575.0,577686810.0,/movie/Fantastic-Beasts-and-Where-to-Find-Them,Adventure,"['Warner-Bros', 'Heyday-Films']",334,247407093.0,"['Eddie Redmayne', 'Ezra Miller', 'Ron Perlman']",['David Yates'],Eddie Redmayne,3,David Yates,1,Warner-Bros,2
85,86,2007,Shrek the Third,807330936.0,322719944.0,484610992.0,/movie/Shrek-the-Third,Adventure,"['DreamWorks-Animation', 'PDI']",80,429667827.0,"['Mike Myers', 'Eddie Murphy', 'Cameron Diaz']",['Chris Miller'],Mike Myers,3,Chris Miller,1,DreamWorks-Animation,2
86,87,2019,Jumanji: The Next Level,800128637.0,316831246.0,483297391.0,/movie/Jumanji-The-Next-Level,Adventure,"['7-Bucks-Productions', 'Matt-Tolmach-Productions', 'Columbia-Pictures', 'Hartbeat-Productions', 'Detective-Agency']",195,316831246.0,"['Dwayne Johnson', 'Karen Gillan', 'Jack Black']",['Jake Kasdan'],Dwayne Johnson,3,Jake Kasdan,1,7-Bucks-Productions,5
87,88,2017,Coco,798237597.0,210460015.0,587777582.0,/movie/Coco-(2017),Musical,"['Pixar', 'Walt-Disney-Pictures']",429,214433264.0,"['Anthony Gonzalez', 'Gael Garcia Bernal', 'Benjamin Bratt']",['Lee Unkrich'],Anthony Gonzalez,3,Lee Unkrich,1,Pixar,2
88,89,2017,Pirates of the Caribbean: Dead Men Te…,794861794.0,172558876.0,622302918.0,/movie/Pirates-of-the-Caribbean-Dead-Men-Tell-No-Tales,Adventure,"['Walt-Disney-Pictures', 'Jerry-Bruckheimer-Films']",607,176213961.0,"['Johnny Depp', 'Javier Bardem', 'Geoffrey Rush']","['Joachim Ronnin', 'Espen Sandberg']",Johnny Depp,3,Joachim Ronnin,2,Walt-Disney-Pictures,2
89,90,2004,Spider-Man 2,794697557.0,373524485.0,421173072.0,/movie/Spider-Man-2,Adventure,"['Columbia-Pictures', 'Marvel-Studios', 'Laura-Ziskin-Productions']",36,550963649.0,['Tobey Maguire'],['Sam Raimi'],Tobey Maguire,1,Sam Raimi,1,Columbia-Pictures,3
90,91,1982,E.T. the Extra-Terrestrial,792962972.0,435110554.0,357852418.0,/movie/ET-The-Extra-Terrestrial,Drama,['Universal-Pictures'],3,1231303789.0,['Henry Thomas'],['Steven Spielberg'],Henry Thomas,1,Steven Spielberg,1,Universal-Pictures,1
91,92,2004,Harry Potter and the Prisoner of Azkaban,789961033.0,249757726.0,540203307.0,/movie/Harry-Potter-and-the-Prisoner-of-Azkaban,Adventure,"['Warner-Bros', 'Heyday-Films', '1492-Pictures']",135,368079999.0,"['Daniel Radcliffe', 'Rupert Grint', 'Emma Watson']",['Alfonso CuarÃ³n'],Daniel Radcliffe,3,Alfonso CuarÃ³n,1,Warner-Bros,3
92,93,2013,Fast and Furious 6,789300444.0,238679850.0,550620594.0,/movie/Fast-and-Furious-6,Action,"['Universal-Pictures', 'Relativity-Media', 'Original-Film', 'One-Race-Films']",287,268918501.0,"['Vin Diesel', 'Michelle Rodriguez', 'Paul Walker']",['Justin Lin'],Vin Diesel,3,Justin Lin,1,Universal-Pictures,4
93,94,2018,Mission: ImpossibleâFallout,787176729.0,220159104.0,567017625.0,/movie/Mission-Impossible-Fallout,Action,"['Skydance-Productions', 'Bad-Robot', 'Paramount-Pictures']",400,221367439.0,"['Tom Cruise', 'Henry Cavill', 'Ving Rhames']",['Christopher McQuarrie'],Tom Cruise,3,Christopher McQuarrie,1,Skydance-Productions,3
94,95,2008,Indiana Jones and the Kingdom of the …,786635413.0,317101119.0,469534294.0,/movie/Indiana-Jones-and-the-Kingdom-of-the-Crystal-Skull,Adventure,['Lucasfilm'],98,404546829.0,"['Harrison Ford', 'Cate Blanchett', 'Karen Allen']",['Steven Spielberg'],Harrison Ford,3,Steven Spielberg,1,Lucasfilm,1
95,96,2018,Deadpool 2,786362370.0,324591735.0,461770635.0,/movie/Deadpool-2,Action,"['Marvel-Studios', 'Donners-Company', 'Twentieth-Century-Fox', 'Kinberg-Genre', 'Maximum-Effect']",186,326372815.0,"['Ryan Reynolds', 'Josh Brolin', 'Morena Baccarin']",['David Leitch'],Ryan Reynolds,3,David Leitch,1,Marvel-Studios,5
96,97,2016,Deadpool,784157111.0,363070709.0,421086402.0,/movie/Deadpool,Action,['Marvel-Studios'],122,384477187.0,['Ryan Reynolds'],['Tim Miller'],Ryan Reynolds,1,Tim Miller,1,Marvel-Studios,1
97,98,1977,Star Wars Ep. IV: A New Hope,775398007.0,460998007.0,314400000.0,/movie/Star-Wars-Ep-IV-A-New-Hope,Adventure,['20th-Century-Fox'],1,1505273746.0,"['Mark Hamill', 'Harrison Ford', 'Carrie Fisher']",['George Lucas'],Mark Hamill,3,George Lucas,1,20th-Century-Fox,1
98,99,2014,Guardians of the Galaxy,770882395.0,333714112.0,437168283.0,/movie/Guardians-of-the-Galaxy,Action,['Marvel-Studios'],130,374082199.0,"['Chris Pratt', 'Zoe Saldana', 'Dave Bautista']",['James Gunn'],Chris Pratt,3,James Gunn,1,Marvel-Studios,1
99,100,2006,The Da Vinci Code,767820459.0,217536138.0,550284321.0,/movie/Da-Vinci-Code-The,Thriller-or-Suspense,"['Columbia-Pictures', 'Imagine-Entertainment', 'Brian-Grazer-Productions', 'John-Calley']",212,304218476.0,"['Tom Hanks', 'Audrey Tautou']",['Ron Howard'],Tom Hanks,2,Ron Howard,1,Columbia-Pictures,4
100,101,2014,The Hunger Games: Mockingjay - Part 1,766575131.0,337135885.0,429439246.0,/movie/Hunger-Games-Mockingjay-Part-1-The,Thriller-or-Suspense,"['Lionsgate', 'Color-Force']",128,377524921.0,['Jennifer Lawrence'],['Francis Lawrence'],Jennifer Lawrence,1,Francis Lawrence,1,Lionsgate,2
101,102,2019,Fast & Furious Presents: Hobbs & Shaw,760374590.0,173956935.0,586417655.0,/movie/Fast-and-Furious-Presents-Hobbs-and-Shaw-(2019),Action,"['Seven-Bucks-Productions', 'Chris-Morgan-Productions', 'Universal-Pictures']",622,173956937.0,"['Dwayne Johnson', 'Jason Statham', 'Idris Elba']",['David Leitch'],Dwayne Johnson,3,David Leitch,1,Seven-Bucks-Productions,3
102,103,2014,Maleficent,758536735.0,241407328.0,517129407.0,/movie/Maleficent,Adventure,['Roth-Films'],280,270659863.0,['Angelina Jolie'],['Robert Stromberg'],Angelina Jolie,1,Robert Stromberg,1,Roth-Films,1
103,104,2012,The Amazing Spider-Man,757890267.0,262030663.0,495859604.0,/movie/Amazing-Spider-Man-The,Adventure,"['Columbia-Pictures', 'Marvel-Studios']",216,301532773.0,['Andrew Garfield'],['Marc Webb'],Andrew Garfield,1,Marc Webb,1,Columbia-Pictures,2
104,105,2009,2012,757677748.0,166112167.0,591565581.0,/movie/2012,Action,"['Centropolis-Entertainment', 'Columbia-Pictures']",475,202717139.0,['John Cusack'],['Roland Emmerich'],John Cusack,1,Roland Emmerich,1,Centropolis-Entertainment,2
105,106,2010,Shrek Forever After,756244673.0,238736787.0,517507886.0,/movie/Shrek-Forever-After,Adventure,['DreamWorks-Animation'],260,277164636.0,"['Mike Myers', 'Eddie Murphy', 'Cameron Diaz']",['Mike Mitchell'],Mike Myers,3,Mike Mitchell,1,DreamWorks-Animation,1
106,107,2014,X-Men: Days of Future Past,747862775.0,233921534.0,513941241.0,/movie/X-Men-Days-of-Future-Past,Action,"['Bad-Hat-Harry-Productions', 'Donners-Company', 'Simon-Kinberg', 'Ingenious-Media']",303,262266977.0,"['Hugh Jackman', 'James McAvoy', 'Michael Fassbender']",['Bryan Singer'],Hugh Jackman,3,Bryan Singer,1,Bad-Hat-Harry-Productions,4
107,108,2012,Madagascar 3: Europe's Most Wanted,746921271.0,216391482.0,530529789.0,/movie/Madagascar-3,Adventure,"['DreamWorks-Animation', 'PDI']",330,249013308.0,"['Ben Stiller', 'Chris Rock', 'David Schwimmer']","['Eric Darnell', 'Conrad Vernon', 'Tom McGrath']",Ben Stiller,3,Eric Darnell,3,DreamWorks-Animation,2
108,109,2016,Suicide Squad,746846894.0,325100054.0,421746840.0,/movie/Suicide-Squad,Action,"['Warner-Bros', 'RatPac-Entertainment', 'Dune-Entertainment', 'Atlas-Entertainment']",161,344267800.0,"['Will Smith', 'Jared Leto', 'Margot Robbie']",['David Ayer'],Will Smith,3,David Ayer,1,Warner-Bros,4
109,110,2013,Monsters University,743455810.0,268488329.0,474967481.0,/movie/Monsters-University,Adventure,"['Pixar', 'Walt-Disney-Pictures']",215,302503449.0,"['Billy Crystal', 'John Goodman']",['Dan Scanlon'],Billy Crystal,2,Dan Scanlon,1,Pixar,2
110,111,2019,Ne Zha Zhi Mo Tong Jiang Shi,742711251.0,3695533.0,739015718.0,/movie/Ne-Zha-Zhi-Mo-Tong-Jiang-Shi-(China),Adventure,"['Well-Go-USA-Entertainment', 'Chengdu-Coco-Cartoon']",,,['Yanting LÃ¼'],['Yang Yu'],Yanting LÃ¼,1,Yang Yu,1,Well-Go-USA-Entertainment,2
111,112,2003,The Matrix Reloaded,738576929.0,281553689.0,457023240.0,/movie/Matrix-Reloaded-The,Action,"['Warner-Bros', 'Village-Roadshow-Productions', 'NPV-Entertainment', 'Silver-Pictures']",81,427700131.0,['Keanu Reeves'],['Andy Wachowski'],Keanu Reeves,1,Andy Wachowski,1,Warner-Bros,4
112,113,2009,Up,731463377.0,293004164.0,438459213.0,/movie/Up,Adventure,"['Walt-Disney-Pictures', 'Pixar']",150,357855754.0,"['Ed Asner<sup>*</sup>', 'Jordan Nagai']",['Pete Docter'],Ed Asner<sup>*</sup>,2,Pete Docter,1,Walt-Disney-Pictures,2
113,114,2010,Inception,728582465.0,292576195.0,436006270.0,/movie/Inception,Thriller-or-Suspense,"['Warner-Bros', 'Legendary-Pictures', 'Syncopy']",170,339670167.0,"['Leonardo DiCaprio', 'Joseph Gordon-Levitt', 'Elliot Page']",['Christopher Nolan'],Leonardo DiCaprio,3,Christopher Nolan,1,Warner-Bros,3
114,115,2019,Liu Lang Di Qiu,727846450.0,5875487.0,721970963.0,/movie/Liu-Lang-Di-Qiu-(China)-(2019),Action,"['Beijing-Jingxi-Culture-and-Tourism-Company', 'China-Film-Co-LTD', 'United-Entertainment']",,,['Gu Chuxiao'],['Guo Fan'],Gu Chuxiao,1,Guo Fan,1,Beijing-Jingxi-Culture-and-Tourism-Company,3
115,116,2005,"The Chronicles of Narnia: The Lion, t…",720539572.0,291710957.0,428828615.0,/movie/Chronicles-of-Narnia-The-Lion-the-Witch-and-the-Wardrobe-The,Adventure,"['Walt-Disney-Pictures', 'Walden-Media', 'Mark-Johnson']",89,414598702.0,"['Georgie Henley', 'Skandar Keynes', 'William Moseley']",['Andrew Adamson'],Georgie Henley,3,Andrew Adamson,1,Walt-Disney-Pictures,3
116,117,2014,Captain America: The Winter Soldier,714401889.0,259746958.0,454654931.0,/movie/Captain-America-The-Winter-Soldier,Action,['Marvel-Studios'],234,291221801.0,"['Chris Evans', 'Scarlett Johansson', 'Sebastian Stan']","['Anthony Russo', 'Joe Russo']",Chris Evans,3,Anthony Russo,2,Marvel-Studios,1
117,118,2014,Dawn of the Planet of the Apes,710644566.0,208545589.0,502098977.0,/movie/Dawn-of-the-Planet-of-the-Apes,Adventure,"['Chernin-Entertainment', 'TSG-Entertainment', 'Ingenious-Media']",363,233816099.0,['Andy Serkis'],['Matt Reeves'],Andy Serkis,1,Matt Reeves,1,Chernin-Entertainment,3
118,119,2014,The Amazing Spider-Man 2,708996336.0,202853933.0,506142403.0,/movie/Amazing-Spider-Man-2-The,Action,['Marvel-Studios'],383,227434758.0,['Andrew Garfield'],['Marc Webb'],Andrew Garfield,1,Marc Webb,1,Marvel-Studios,1
119,120,2007,Transformers,708272592.0,319246193.0,389026399.0,/movie/Transformers,Action,"['DreamWorks-Pictures', 'Paramount-Pictures', 'Hasbro-Studios', 'di-Bonaventura-Pictures']",84,425042888.0,"['Shia LaBeouf', 'Megan Fox']",['Michael Bay'],Shia LaBeouf,2,Michael Bay,1,DreamWorks-Pictures,4
120,121,2010,The Twilight Saga: Eclipse,706102828.0,300531751.0,405571077.0,/movie/Twilight-Saga-Eclipse-The,Drama,"['Temple-Hill-Entertainment', 'Maverick-Films', 'Imprint-Entertainment', 'Sunswept-Entertainment']",156,348906314.0,"['Kristen Stewart', 'Robert Pattinson', 'Taylor Lautner']",['David Slade'],Kristen Stewart,3,David Slade,1,Temple-Hill-Entertainment,4
121,122,2017,It,701083042.0,328828874.0,372254168.0,/movie/It-(2017),Horror,"['Lin-Pictures', 'Vertigo-Entertainment', 'KatzSmith-Productions', 'New-Line-Cinema']",179,334418373.0,"['Jaeden Lieberher', 'Bill SkarsgÃ¥rd']",['Andy Muschietti<sup>*</sup>'],Jaeden Lieberher,2,Andy Muschietti<sup>*</sup>,1,Lin-Pictures,4
122,123,2021,Tang Ren Jie Tan An 3,698994069.0,,698994069.0,/movie/Tang-Ren-Jie-Tan-An-3-(China),Action,"['Warner-Bros', 'Wanda-Media', 'China-Film-Co-LTD']",,,[],[],,0,,0,Warner-Bros,3
123,124,2011,Mission: ImpossibleâGhost Protocol,694713230.0,209397903.0,485315327.0,/movie/Mission-Impossible-Ghost-Protocol,Action,"['Paramount-Pictures', 'Skydance-Productions', 'Tom-Cruise-Productions', 'Bad-Robot']",348,241580069.0,"['Tom Cruise', 'Paula Patton', 'Simon Pegg']",['Brad Bird'],Tom Cruise,3,Brad Bird,1,Paramount-Pictures,4
124,125,2013,Gravity,689742192.0,274092705.0,415649487.0,/movie/Gravity,Thriller-or-Suspense,"['Warner-Bros', 'Esperanto-Filmoj', 'Heyday-Films']",207,308715953.0,"['Sandra Bullock', 'George Clooney']",['Alfonso CuarÃ³n'],Sandra Bullock,2,Alfonso CuarÃ³n,1,Warner-Bros,3
125,126,2011,"The Twilight Saga: Breaking Dawn, Part 1",689420051.0,281287133.0,408132918.0,/movie/Twilight-Saga-Breaking-Dawn-Part-1-The,Drama,"['Temple-Hill-Entertainment', 'Sunswept-Entertainment', 'Summit-Entertainment']",188,324891726.0,"['Kristen Stewart', 'Robert Pattinson', 'Taylor Lautner']",['Bill Condon'],Kristen Stewart,3,Bill Condon,1,Temple-Hill-Entertainment,3
126,127,2015,Mission: ImpossibleâRogue Nation,688858992.0,195042377.0,493816615.0,/movie/Mission-Impossible-Rogue-Nation,Action,"['Bad-Robot', 'Skydance-Productions', 'Tom-Cruise-Productions', 'Paramount-Pictures']",437,211932163.0,['Tom Cruise'],['Christopher McQuarrie'],Tom Cruise,1,Christopher McQuarrie,1,Bad-Robot,4
127,128,2009,The Twilight Saga: New Moon,687557727.0,296623634.0,390934093.0,/movie/Twilight-Saga-New-Moon-The,Drama,"['Summit-Entertainment', 'Temple-Hill-Entertainment', 'Imprint-Entertainment', 'Sunswept-Entertainment']",144,361752976.0,"['Kristen Stewart', 'Robert Pattinson', 'Taylor Lautner']",['Chris Weitz'],Kristen Stewart,3,Chris Weitz,1,Summit-Entertainment,4
128,129,1994,Forrest Gump,679838260.0,330151138.0,349687122.0,/movie/Forrest-Gump,Drama,"['Steve-Tisch-Productions', 'Wendy-Fineman-Productions', 'Paramount-Pictures']",12,736283621.0,['Tom Hanks'],['Robert Zemeckis'],Tom Hanks,1,Robert Zemeckis,1,Steve-Tisch-Productions,3
129,130,2012,The Hunger Games,677923379.0,408010692.0,269912687.0,/movie/Hunger-Games-The,Thriller-or-Suspense,"['Lionsgate', 'Color-Force']",64,469519836.0,['Jennifer Lawrence'],['Gary Ross'],Jennifer Lawrence,1,Gary Ross,1,Lionsgate,2
130,131,2016,Doctor Strange,676354481.0,232641920.0,443712561.0,/movie/Doctor-Strange-(2016),Action,['Marvel-Studios'],337,246262634.0,"['Benedict Cumberbatch', 'Chiwetel Ejiofor', 'Rachel McAdams']",['Scott Derrickson'],Benedict Cumberbatch,3,Scott Derrickson,1,Marvel-Studios,1
131,132,1999,The Sixth Sense,672806292.0,293506292.0,379300000.0,/movie/Sixth-Sense-The,Thriller-or-Suspense,"['Hollywood-Pictures', 'Spyglass-Entertainment']",42,527460317.0,"['Bruce Willis', 'Haley Joel Osment']",['M. Night Shyamalan'],Bruce Willis,2,M. Night Shyamalan,1,Hollywood-Pictures,2
132,133,2013,Man of Steel,667999518.0,291045518.0,376954000.0,/movie/Man-of-Steel,Action,"['Warner-Bros', 'Legendary-Pictures', 'Syncopy']",181,327918437.0,"['Henry Cavill', 'Michael Shannon']",['Zack Snyder'],Henry Cavill,2,Zack Snyder,1,Warner-Bros,3
133,134,2011,Kung Fu Panda 2,664837547.0,165249063.0,499588484.0,/movie/Kung-Fu-Panda-2,Adventure,['DreamWorks-Animation'],527,190880376.0,['Jack Black'],['Jennifer Yuh Nelson'],Jack Black,1,Jennifer Yuh Nelson,1,DreamWorks-Animation,1
134,135,2002,Star Wars Ep. II: Attack of the Clones,656695615.0,310676740.0,346018875.0,/movie/Star-Wars-Ep-II-Attack-of-the-Clones,Adventure,['Lucasfilm'],57,489810482.0,"['Ewan McGregor', 'Natalie Portman', 'Hayden Christensen']",['George Lucas'],Ewan McGregor,3,George Lucas,1,Lucasfilm,1
135,136,2017,Justice League,655945209.0,229024295.0,426920914.0,/movie/Justice-League-(2017),Action,"['DC-Films', 'RatPac-Entertainment', 'Atlas-Entertainment', 'Cruel-and-Unusual-Films']",362,233820835.0,"['Ben Affleck', 'Henry Cavill', 'Gal Gadot']",['Zack Snyder'],Ben Affleck,3,Zack Snyder,1,DC-Films,4
136,137,2015,The Martian,655111538.0,228433663.0,426677875.0,/movie/Martian-The,Thriller-or-Suspense,"['Scott-Free-Films', 'Kinberg-Genre']",332,248129643.0,['Matt Damon'],['Ridley Scott'],Matt Damon,1,Ridley Scott,1,Scott-Free-Films,2
137,138,2003,Pirates of the Caribbean: The Curse o…,654310819.0,305410819.0,348900000.0,/movie/Pirates-of-the-Caribbean-The-Curse-of-the-Black-Pearl,Adventure,"['Walt-Disney-Pictures', 'Jerry-Bruckheimer']",65,463940810.0,"['Johnny Depp', 'Geoffrey Rush', 'Orland Bloom<sup>*</sup>']",['Gore Verbinski'],Johnny Depp,3,Gore Verbinski,1,Walt-Disney-Pictures,2
138,139,2012,Men in Black 3,654213485.0,179020854.0,475192631.0,/movie/Men-in-Black-3,Adventure,"['Columbia-Pictures', 'Hemisphere-Media-Capital', 'Amblin-Entertainment', 'Parkes-Plus-Macdonald-Productions', 'Image-Nation']",466,206008922.0,"['Will Smith', 'Tommy Lee Jones', 'Josh Brolin']",['Barry Sonnenfeld'],Will Smith,3,Barry Sonnenfeld,1,Columbia-Pictures,5
139,140,2014,Interstellar,651994868.0,188017894.0,463976974.0,/movie/Interstellar,Adventure,"['Syncopy', 'Lynda-Obst-Productions']",442,210620597.0,['Matthew McConaughey'],['Christopher Nolan'],Matthew McConaughey,1,Christopher Nolan,1,Syncopy,2
140,141,2006,Ice Age: The Meltdown,651899282.0,195330621.0,456568661.0,/movie/Ice-Age-The-Meltdown,Adventure,['Twentieth-Century-Fox'],273,273164647.0,[],[],,0,,0,Twentieth-Century-Fox,1
141,142,2018,Fantastic Beasts: The Crimes of Grind…,651280475.0,159555901.0,491724574.0,/movie/Fantastic-Beasts-The-Crimes-of-Grindelwald-(2018),Adventure,"['Heyday-Films', 'Warner-Bros']",713,160416396.0,"['Johnny Depp', 'Eddie Redmayne', 'ZoÃ« Kravitz']",['David Yates'],Johnny Depp,3,David Yates,1,Heyday-Films,2
142,143,2014,Big Hero 6,649657407.0,222527828.0,427129579.0,/movie/Big-Hero-6,Adventure,['Walt-Disney-Animation-Studios'],329,249101171.0,"['Scott Adsit', 'Ryan Potter']","['Don Hall', 'Chris Williams']",Scott Adsit,2,Don Hall,2,Walt-Disney-Animation-Studios,1
143,144,2015,The Hunger Games: Mockingjay - Part 2,648986787.0,281723902.0,367262885.0,/movie/Hunger-Games-Mockingjay-Part-2-The,Thriller-or-Suspense,"['Lionsgate', 'Color-Force']",210,305911574.0,['Jennifer Lawrence'],['Francis Lawrence'],Jennifer Lawrence,1,Francis Lawrence,1,Lionsgate,2
144,145,2013,Thor: The Dark World,644602516.0,206362140.0,438240376.0,/movie/Thor-The-Dark-World,Action,"['Marvel-Studios', 'Kevin-Feige']",368,232490345.0,"['Chris Hemsworth', 'Natalie Portman', 'Tom Hiddleston']",['Alan Taylor'],Chris Hemsworth,3,Alan Taylor,1,Marvel-Studios,2
145,146,2016,Moana,635606103.0,248757044.0,386849059.0,/movie/Moana-(2016),Musical,"['Walt-Disney-Animation-Studios', 'Walt-Disney-Pictures']",305,261961216.0,"[""Auli'i Cravalho"", 'Dwayne Johnson']","['Ron Clements', 'John Musker']",Auli'i Cravalho,2,Ron Clements,2,Walt-Disney-Animation-Studios,2
146,147,2016,Sing,632483611.0,270329045.0,362154566.0,/movie/Sing-(2016),Adventure,['Illumination-Entertainment'],246,282344991.0,"['Matthew McConaughey', 'Reese Witherspoon', 'Seth MacFarlane']",['Garth Jennings'],Matthew McConaughey,3,Garth Jennings,1,Illumination-Entertainment,1
147,148,2008,Kung Fu Panda,631910531.0,215434591.0,416475940.0,/movie/Kung-Fu-Panda,Adventure,['DreamWorks-Animation'],269,274844133.0,['Jack Black'],"['Mark Osborne', 'John Stevenson']",Jack Black,1,Mark Osborne,2,DreamWorks-Animation,1
148,149,2004,The Incredibles,631441092.0,261441092.0,370000000.0,/movie/Incredibles-The,Adventure,"['Walt-Disney-Pictures', 'Pixar']",121,385185832.0,"['Craig T. Nelson', 'Holly Hunter', 'Samuel L. Jackson']",['Brad Bird'],Craig T. Nelson,3,Brad Bird,1,Walt-Disney-Pictures,2
149,150,2011,Fast Five,630163454.0,210031325.0,420132129.0,/movie/Fast-Five,Action,"['Universal-Pictures', 'Original-Film', 'One-Race-Films']",345,242608691.0,"['Vin Diesel', 'Paul Walker', 'Dwayne Johnson']",['Justin Lin'],Vin Diesel,3,Justin Lin,1,Universal-Pictures,3
150,151,2007,Ratatouille,626549695.0,206445654.0,420104041.0,/movie/Ratatouille,Adventure,"['Walt-Disney-Pictures', 'Pixar']",268,274860777.0,"['Patton Oswalt', 'Ian Holm', 'Lou Romano']",['Brad Bird'],Patton Oswalt,3,Brad Bird,1,Walt-Disney-Pictures,2
151,152,2008,Hancock,624234272.0,227946274.0,396287998.0,/movie/Hancock,Action,"['Columbia-Pictures', 'Relativity-Media', 'Blue-Light', 'Weed-Road-Pictures', 'Overbrook-Entertainment']",235,290806102.0,['Will Smith'],['Peter Berg'],Will Smith,1,Peter Berg,1,Columbia-Pictures,5
152,153,2018,Ant-Man and the Wasp,623144660.0,216648740.0,406495920.0,/movie/Ant-Man-and-the-Wasp,Action,['Marvel-Studios'],412,217837807.0,"['Paul Rudd', 'Evangeline Lilly', 'Michael PeÃ±a']",['Peyton Reed'],Paul Rudd,3,Peyton Reed,1,Marvel-Studios,1
153,154,2021,F9: The Fast Saga,622676750.0,164115750.0,458561000.0,/movie/F9-The-Fast-Saga-(2021),Action,"['One-Race-Films', 'Perfect-Storm-Entertainment', 'Original-Film', 'Universal-Pictures', 'Roth-Kirschenbaum-Films']",686,164115750.0,"['Vin Diesel', 'Michelle Rodriguez', 'Tyrese Gibson']",['Justin Lin'],Vin Diesel,3,Justin Lin,1,One-Race-Films,5
154,155,2004,The Passion of the Christ,622313635.0,370782930.0,251530705.0,/movie/Passion-of-the-Christ-The,Drama,"['Icon-Productions', 'Newmarket-Films']",37,546896353.0,['James Caviezel'],['Mel Gibson'],James Caviezel,1,Mel Gibson,1,Icon-Productions,2
155,156,2010,Iron Man 2,621156389.0,312433331.0,308723058.0,/movie/Iron-Man-2,Action,"['Paramount-Pictures', 'Marvel-Studios', 'Fairview-Entertainment']",142,362723616.0,"['Robert Downey, Jr.', 'Gwyneth Paltrow', 'Don Cheadle']",['Jon Favreau'],"Robert Downey, Jr.",3,Jon Favreau,1,Paramount-Pictures,3
