,rank,year,movie,wwbox_office,dombox_office,internationalbox_office,url,genre,production_companies,inflation_rank,infl_gross_box_office,actors,directors,main,number_of_stars,director_main,number_of_directors,production_companies_main,number_of_production_companies
819,820,2017,A Dogâs Purpose,203055427.0,64321890.0,138733537.0,/movie/Dogs-Purpose-A,Drama,"['Amblin-Entertainment', 'Reliance-Entertainment', 'Walden-Media', 'Pariah-Productions']",,,['Josh Gad'],['Lasse HallstrÃ¶m'],Josh Gad,1,Lasse HallstrÃ¶m,1,Amblin-Entertainment,4
820,821,2005,Fun With Dick And Jane,203018919.0,110550000.0,92468919.0,/movie/Fun-With-Dick-And-Jane,Comedy,"['Columbia-Pictures', 'Imagine-Entertainment', 'Brian-Grazer-Productions', 'JC-23-Entertainment', 'Bart-Palevsky']",741,156437045.0,[],[],,0,,0,Columbia-Pictures,5
821,822,2008,You Don't Mess With the Zohan,202910991.0,100018837.0,102892154.0,/movie/You-Don-t-Mess-With-the-Zohan,Comedy,"['Columbia-Pictures', 'Relativity-Media', 'Happy-Madison']",975,127600632.0,['Adam Sandler'],['Dennis Dugan'],Adam Sandler,1,Dennis Dugan,1,Columbia-Pictures,3
822,823,2007,Hairspray,202822861.0,118871849.0,83951012.0,/movie/Hairspray-(2007),Musical,"['New-Line-Cinema', 'Ingenious-Film-Partners', 'Zadan-Meron']",729,158265427.0,['John Travolta'],['Adam Shankman'],John Travolta,1,Adam Shankman,1,New-Line-Cinema,3
823,824,2012,21 Jump Street,202812429.0,138447667.0,64364762.0,/movie/21-Jump-Street,Comedy,"['Columbia-Pictures', 'Metro-Goldwyn-Mayer-Pictures', 'Relativity-Media', 'Original-Film', 'Cannell-Studios']",722,159319166.0,"['Jonah Hill', 'Channing Tatum']","['Phil Lord', 'Christopher Miller']",Jonah Hill,2,Phil Lord,2,Columbia-Pictures,5
824,825,2001,Vanilla Sky,202726605.0,100614858.0,102111747.0,/movie/Vanilla-Sky,Thriller-or-Suspense,"['Cruise-Wagner', 'Vynil-Films']",700,162016309.0,['Tom Cruise'],['Cameron Crowe'],Tom Cruise,1,Cameron Crowe,1,Cruise-Wagner,2
825,826,2015,Straight Outta Compton,202182981.0,161197785.0,40985196.0,/movie/Straight-Outta-Compton,Drama,"['Broken-Chair-Flickz', 'New-Line-Cinema', 'Cube-Vision', 'Crucial-Films']",616,175156787.0,"[""O'Shea Jackson, Jr."", 'Corey Hawkins', 'Jason Mitchell']",['F. Gary Gray'],"O'Shea Jackson, Jr.",3,F. Gary Gray,1,Broken-Chair-Flickz,4
826,827,1998,Patch Adams,202173000.0,135014968.0,67158032.0,/movie/Patch-Adams,Comedy,['Nan'],323,253272635.0,[],[],,0,,0,Nan,1
827,828,1990,Teenage Mutant Ninja Turtles,202000000.0,135265915.0,66734085.0,/movie/Teenage-Mutant-Ninja-Turtles-(1990),Adventure,['Nan'],227,293610371.0,[],[],,0,,0,Nan,1
828,829,1990,Kindergarten Cop,202000000.0,91457688.0,110542312.0,/movie/Kindergarten-Cop,Comedy,['Imagine-Entertainment'],490,198746718.0,['Arnold Schwarzenegger'],['Ivan Reitman'],Arnold Schwarzenegger,1,Ivan Reitman,1,Imagine-Entertainment,1
829,830,2020,Birds of Prey (And the Fantabulous Em…,201852140.0,84158461.0,117693679.0,/movie/Birds-of-Prey-(And-the-Fantabulous-Emancipation-of-One-Harley-Quinn)-(2020),Action,"['LuckyChap-Entertainment', 'Kroll-and-Company-Entertainment', 'Clubhouse-Pictures', 'Warner-Bros']",,,"['Margot Robbie', 'Mary Elizabeth Winstead', 'Jurnee Smollett']",['Cathy Yan'],Margot Robbie,3,Cathy Yan,1,LuckyChap-Entertainment,4
830,831,1983,Flashdance,201463574.0,90463574.0,111000000.0,/movie/Flashdance-(1983),Drama,"['Paramount-Pictures', 'Polygram-Pictures']",301,263062321.0,[],[],,0,,0,Paramount-Pictures,2
831,832,1993,Philadelphia,201324422.0,77324422.0,124000000.0,/movie/Philadelphia-(1993),Drama,['Tri-Star-Pictures'],626,173574461.0,"['Tom Hanks', 'Denzel Washington']",['Jonathan Demme'],Tom Hanks,2,Jonathan Demme,1,Tri-Star-Pictures,1
832,833,2013,Percy Jackson: Sea of Monsters,200859554.0,68559554.0,132300000.0,/movie/Percy-Jackson-Sea-of-Monsters,Adventure,['1492-Pictures'],,,"['Logan Lerman', 'Alexandra Daddario', 'Douglas Smith']",['Thor Freudenthal'],Logan Lerman,3,Thor Freudenthal,1,1492-Pictures,1
833,834,2001,Cats & Dogs,200700000.0,93375151.0,107324849.0,/movie/Cats-and-Dogs,Comedy,['Village-Roadshow-Productions'],785,151115964.0,[],[],,0,,0,Village-Roadshow-Productions,1
834,835,2019,The Addams Family,200612027.0,97864733.0,102747294.0,/movie/Addams-Family-The-(2019),Adventure,"['Jackal-Group-The', 'Cinesite', 'Metro-Goldwyn-Mayer-Pictures', 'Annapurna-Films']",,,"['Oscar Isaac', 'Charlize Theron', 'ChloÃ« Grace Moretz']","['Conrad Vernon', 'Greg Tiernan']",Oscar Isaac,3,Conrad Vernon,2,Jackal-Group-The,4
835,836,1990,The Hunt for Red October,200500000.0,120709866.0,79790134.0,/movie/Hunt-for-Red-October-The,Thriller-or-Suspense,"['Mace-Neufeld', 'Jerry-Sherlock']",304,262014774.0,['Sean Connery'],['John McTiernan'],Sean Connery,1,John McTiernan,1,Mace-Neufeld,2
836,837,1979,Rocky 2,200182160.0,85182160.0,115000000.0,/movie/Rocky-2,Action,['Nan'],202,310863973.0,"['Sylvester Stallone', 'Carl Weathers']",['Sylvester Stallone'],Sylvester Stallone,2,Sylvester Stallone,1,Nan,1
837,838,2016,The BFG,199646680.0,55483770.0,144162910.0,/movie/BFG-The-(2016),Adventure,"['Walden-Media', 'Walt-Disney-Pictures', 'Amblin-Entertainment', 'Reliance-Entertainment', 'Kennedy-Marshall-Company-The']",,,"['Mark Rylance', 'Ruby Barnhill']",['Steven Spielberg'],Mark Rylance,2,Steven Spielberg,1,Walden-Media,5
838,839,2019,Wu Sha,199276793.0,,199276793.0,/movie/Wu-Sha-(China),Drama,['Nan'],,,[],[],,0,,0,Nan,1
839,840,2002,Two Weeks Notice,199043309.0,93354918.0,105688391.0,/movie/Two-Weeks-Notice,Romantic-Comedy,"['Castle-Rock-Entertainment', 'Village-Roadshow-Productions', 'NPV-Entertainment']",823,145770784.0,[],[],,0,,0,Castle-Rock-Entertainment,3
840,841,1998,City of Angels,198750909.0,78750909.0,120000000.0,/movie/City-of-Angels-(1998),Drama,"['Regency-Enterprises', 'Warner-Bros', 'Atlas-Entertainment']",762,153807740.0,[],[],,0,,0,Regency-Enterprises,3
841,842,2018,Yi Chu Hao Xi,198330770.0,670883.0,197659887.0,/movie/Yi-Chu-Hao-Xi-(China)-(2018),Comedy,['Nan'],,,"['Huang Bo', 'Shu Qi', 'Wang Baoqiang']",['Huang Bo'],Huang Bo,3,Huang Bo,1,Nan,1
842,843,2005,The Pacifier,198006880.0,113006880.0,85000000.0,/movie/Pacifier-The,Comedy,"['Walt-Disney-Pictures', 'Spyglass-Entertainment', 'Birnbaum-Barber']",703,161488766.0,[],[],,0,,0,Walt-Disney-Pictures,3
843,844,2020,The Croods: A New Age,197945939.0,58568815.0,139377124.0,/movie/Croods-A-New-Age-The-(2020),Adventure,"['DreamWorks-Animation', 'Dentsu-Inc']",,,"['Nicolas Cage', 'Emma Stone', 'Ryan Reynolds']",['Joel Crawford'],Nicolas Cage,3,Joel Crawford,1,DreamWorks-Animation,2
844,845,2001,Spy Kids,197692062.0,112692062.0,85000000.0,/movie/Spy-Kids,Adventure,['Troublemaker-Studios'],569,182377963.0,[],[],,0,,0,Troublemaker-Studios,1
845,846,2013,Jack the Giant Slayer,197687603.0,65187603.0,132500000.0,/movie/Jack-the-Giant-Slayer,Adventure,"['New-Line-Cinema', 'Legendary-Pictures', 'Original-Film', 'Big-Kid-Pictures', 'Bad-Hat-Harry-Productions', 'Bryan-Singer']",,,"['Nicholas Hoult', 'Eleanor Tomlinson', 'Ewan McGregor']",['Bryan Singer'],Nicholas Hoult,3,Bryan Singer,1,New-Line-Cinema,6
846,847,2012,The Vow,197618160.0,125014030.0,72604130.0,/movie/Vow-The,Drama,"['Screen-Gems', 'Spyglass-Entertainment', 'Birnbaum-Barber']",836,143860365.0,"['Rachel McAdams', 'Channing Tatum']",['Michael Sucsy'],Rachel McAdams,2,Michael Sucsy,1,Screen-Gems,3
847,848,2005,Wallace & Gromit: The Curse of the We…,197593152.0,56068547.0,141524605.0,/movie/Wallace-and-Gromit-The-Curse-of-the-Were-Rabbit,Adventure,"['Aardman-Animations', 'DreamWorks-Animation']",,,['Peter Sallis'],"['Nick Park', 'Steve Box']",Peter Sallis,1,Nick Park,2,Aardman-Animations,2
848,849,2017,Smurfs: The Lost Village,197578586.0,45020282.0,152558304.0,/movie/Smurfs-The-Lost-Village,Adventure,"['Kerner-Entertainment-Company', 'Columbia-Pictures', 'LStar-Capital', 'Wanda-Media', 'Sony-Pictures-Animation']",,,"['Demi Lovato', 'Joe Manganiello', 'Jack McBrayer']",['Kelly Asbury'],Demi Lovato,3,Kelly Asbury,1,Kerner-Entertainment-Company,5
849,850,2018,Christopher Robin,197504758.0,99215042.0,98289716.0,/movie/Christopher-Robin-(2018),Adventure,"['Walt-Disney-Pictures', '2Dux2']",,,['Ewan McGregor'],['Marc Forster'],Ewan McGregor,1,Marc Forster,1,Walt-Disney-Pictures,2
850,851,2015,The Intern,197115710.0,75764672.0,121351038.0,/movie/Intern-The,Comedy,['Waverly-Films'],,,"['Robert De Niro', 'Anne Hathaway']",['Nancy Meyers'],Robert De Niro,2,Nancy Meyers,1,Waverly-Films,1
851,852,1994,Stargate,196565669.0,71565669.0,125000000.0,/movie/Stargate,Adventure,"['StudioCanal', 'Centropolis-Entertainment']",715,160295447.0,[],[],,0,,0,StudioCanal,2
852,853,2010,Red,196439693.0,90380162.0,106059531.0,/movie/Red-(2010),Action,['di-Bonaventura-Pictures'],,,"['Bruce Willis', 'Morgan Freeman', 'John Malkovich']",['Robert Schwentke'],Bruce Willis,3,Robert Schwentke,1,di-Bonaventura-Pictures,1
853,854,2004,50 First Dates,196320329.0,120776832.0,75543497.0,/movie/50-First-Dates,Romantic-Comedy,['Happy-Madison'],597,178150687.0,"['Adam Sandler', 'Drew Barrymore']",['Peter Segal'],Adam Sandler,2,Peter Segal,1,Happy-Madison,1
854,855,2002,Panic Room,196308367.0,95308367.0,101000000.0,/movie/Panic-Room,Thriller-or-Suspense,['Nan'],790,150262408.0,[],[],,0,,0,Nan,1
855,856,2017,The Shape of Water,195790794.0,63859435.0,131931359.0,/movie/Shape-of-Water-The,Drama,"['Double-Dare-You', 'Fox-Searchlight-Pictures']",,,"['Sally Hawkins', 'Doug Jones']",['Guillermo del Toro'],Sally Hawkins,2,Guillermo del Toro,1,Double-Dare-You,2
856,857,2003,Anger Management,195484552.0,135560942.0,59923610.0,/movie/Anger-Management,Comedy,"['Revolution-Studios', 'Happy-Madison']",467,205926729.0,[],[],,0,,0,Revolution-Studios,2
857,858,1981,For Your Eyes Only,195300000.0,54800000.0,140500000.0,/movie/For-Your-Eyes-Only,Action,"['Eon-Productions', 'United-Artists']",581,180564027.0,[],[],,0,,0,Eon-Productions,2
858,859,2016,London Has Fallen,195194085.0,62524260.0,132669825.0,/movie/London-Has-Fallen,Thriller-or-Suspense,"['Nu-Image', 'Millennium-Films']",,,"['Gerard Butler', 'Aaron Eckhart', 'Morgan Freeman']",['Babak Najafi'],Gerard Butler,3,Babak Najafi,1,Nu-Image,2
859,860,2014,The Other Woman,195111193.0,83911193.0,111200000.0,/movie/Other-Woman-The-(2014),Comedy,['LBI-Entertainment'],,,"['Cameron Diaz', 'Leslie Mann', 'Kate Upton']",['Nick Cassavetes'],Cameron Diaz,3,Nick Cassavetes,1,LBI-Entertainment,1
860,861,2007,Beowulf,195080579.0,82280579.0,112800000.0,/movie/Beowulf,Adventure,"['Paramount-Pictures', 'Shangri-La-Entertainment', 'ImageMovers']",,,[],[],,0,,0,Paramount-Pictures,3
861,862,2019,Downton Abbey,194694724.0,96853865.0,97840859.0,/movie/Downton-Abbey-(UK)-(2019),Drama,"['Carnival-Films', 'Focus-Features', 'Perfect-World-Pictures']",,,"['Hugh Bonneville', 'Jim Carter', 'Michelle Dockery']",['Michael Engler'],Hugh Bonneville,3,Michael Engler,1,Carnival-Films,3
862,863,2021,The Conjuring: The Devil Made Me Do It,194381913.0,64981913.0,129400000.0,/movie/Conjuring-The-Devil-Made-Me-Do-It-The,Horror,"['New-Line-Cinema', 'Atomic-Monster', 'Safran-Company-The']",,,"['Patrick Wilson', 'Vera Farmiga']",['Michael Chaves'],Patrick Wilson,2,Michael Chaves,1,New-Line-Cinema,3
863,864,2009,Paranormal Activity,194183034.0,107918810.0,86264224.0,/movie/Paranormal-Activity,Horror,"['Blumhouse', 'Solana-Films']",931,131800968.0,"['Micah Sloat', 'Katie Featherston']",['Oren Peli'],Micah Sloat,2,Oren Peli,1,Blumhouse,2
864,865,2014,Need for Speed,194169619.0,43568507.0,150601112.0,/movie/Need-for-Speed,Action,"['Electronic-Arts', 'Bandito-Brothers', 'Mark-Sourian', 'John-Gatins']",,,['Aaron Paul'],['Scott Waugh'],Aaron Paul,1,Scott Waugh,1,Electronic-Arts,4
865,866,2016,Xi You Ji zhi Sun Wu Kong San Da Bai …,194058503.0,709982.0,193348521.0,/movie/Xi-You-Ji-zhi-Sun-Wu-Kong-San-Da-Bai-Gu-Jing-(China)-(2016),Action,"['Global-Star-Productions', 'China-Film-Company', 'Fanoy-Planet-Entertainment', 'HG-Entertainment', 'Luxun-Group', 'Jiangsu-Wenhua-Dongrun-Film-and-TV-Culture', 'Yoo-com', 'IQIYI-Motion-Pictures', 'Filmko-Film-Co', 'Golden-Shores-Films']",,,"['Aaron Kwok', 'Gong Li', 'Feng Shaofeng']",['Cheang Pou-Soi'],Aaron Kwok,3,Cheang Pou-Soi,1,Global-Star-Productions,10
866,867,2011,Gnomeo and Juliet,193737977.0,99967670.0,93770307.0,/movie/Gnomeo-and-Juliet,Comedy,"['Touchstone-Pictures', 'Rocket-Pictures', 'Focus-Features']",,,['James McAvoy'],['Kelly Asbury'],James McAvoy,1,Kelly Asbury,1,Touchstone-Pictures,3
867,868,2002,The Sum of All Fears,193500000.0,118471320.0,75028680.0,/movie/Sum-of-All-Fears-The,Action,['Mace-Neufeld'],543,186780937.0,[],[],,0,,0,Mace-Neufeld,1
868,869,2017,Paddington 2,193214535.0,40891591.0,152322944.0,/movie/Paddington-2,Adventure,"['Heyday-Films', 'StudioCanal', 'Dimension-Films', 'Anton-Capital-Entertainment']",,,"['Hugh Bonneville', 'Sally Hawkins', 'Brendan Gleeson']",['Paul King'],Hugh Bonneville,3,Paul King,1,Heyday-Films,4
869,870,2014,The Equalizer,192903624.0,101530738.0,91372886.0,/movie/Equalizer-The,Action,"['Escape-Artists', 'Zhiv', 'Mace-Neufeld', 'Columbia-Pictures']",,,['Denzel Washington'],['Antoine Fuqua'],Denzel Washington,1,Antoine Fuqua,1,Escape-Artists,4
870,871,2019,Yip Man 4,192617891.0,3956031.0,188661860.0,/movie/Yip-Man-4-(Hong-Kong),Action,"['Tin-Tin', 'Well-Go-USA-Entertainment']",,,['Donnie Yen'],['Wilson Yip'],Donnie Yen,1,Wilson Yip,1,Tin-Tin,2
871,872,2019,Rocketman,192137020.0,96368160.0,95768860.0,/movie/Rocketman-(UK)-(2019),Drama,"['Marv-Films', 'Paramount-Pictures', 'New-Republic-Pictures', 'Rocket-Pictures']",,,['Taron Egerton'],['Dexter Fletcher'],Taron Egerton,1,Dexter Fletcher,1,Marv-Films,4
872,873,2006,Open Season,191932158.0,85105259.0,106826899.0,/movie/Open-Season-(2006),Adventure,"['Columbia-Pictures', 'Sony-Pictures-Animation']",,,[],[],,0,,0,Columbia-Pictures,2
873,874,2005,The Longest Yard,191558505.0,158119460.0,33439045.0,/movie/Longest-Yard-The-(2005),Comedy,"['Paramount-Pictures', 'Columbia-Pictures', 'Happy-Madison', 'MTV-Films', 'Callahan-Filmworks']",385,225955418.0,"['Adam Sandler', 'Chris Rock', 'Burt Reynolds']",['Peter Segal'],Adam Sandler,3,Peter Segal,1,Paramount-Pictures,5
874,875,1991,The Addams Family,191502246.0,113502246.0,78000000.0,/movie/Addams-Family-The,Comedy,['Nan'],335,247060158.0,[],[],,0,,0,Nan,1
875,876,1987,The Living Daylights,191200000.0,51185000.0,140015000.0,/movie/Living-Daylights-The,Action,"['Eon-Productions', 'United-Artists']",,,[],[],,0,,0,Eon-Productions,2
876,877,2000,Hollow Man,191200000.0,73209340.0,117990660.0,/movie/Hollow-Man,Horror,['Nan'],,,[],[],,0,,0,Nan,1
877,878,2008,Tropic Thunder,191145256.0,110515313.0,80629943.0,/movie/Tropic-Thunder,Comedy,"['DreamWorks-Pictures', 'Red-Hour-Productions', 'Goldcrest-Films']",860,140991682.0,"['Ben Stiller', 'Jack Black', 'Robert Downey, Jr.']",['Ben Stiller'],Ben Stiller,3,Ben Stiller,1,DreamWorks-Pictures,3
878,879,1994,The Santa Clause,190506000.0,145539357.0,44966643.0,/movie/Santa-Clause-The,Adventure,"['Walt-Disney-Pictures', 'Hollywood-Pictures', 'Outlaw-Productions']",187,324894611.0,['Tim Allen'],['John Pasquin'],Tim Allen,1,John Pasquin,1,Walt-Disney-Pictures,3
879,880,1981,Superman II,190400000.0,108185706.0,82214294.0,/movie/Superman-II,Adventure,['Nan'],151,356468004.0,[],[],,0,,0,Nan,1
880,881,2018,The Equalizer 2,190376181.0,102084362.0,88291819.0,/movie/Equalizer-2-The,Action,"['Columbia-Pictures', 'Escape-Artists', 'Zhiv', 'Mace-Neufeld']",,,['Denzel Washington'],['Antoine Fuqua'],Denzel Washington,1,Antoine Fuqua,1,Columbia-Pictures,4
881,882,2019,Tenki no Ko,190322081.0,7798703.0,182523378.0,/movie/Tenki-no-Ko-(Japan),Drama,['Nan'],,,"['Kotaro Daigo', 'Nana Mori', 'Shun Oguri']",['Makoto Shinkai'],Kotaro Daigo,3,Makoto Shinkai,1,Nan,1
882,883,2003,Cheaper by the Dozen,190212113.0,138614544.0,51597569.0,/movie/Cheaper-by-the-Dozen-(2003),Comedy,['Robert-Simonds-Company'],460,208231963.0,[],[],,0,,0,Robert-Simonds-Company,1
883,884,1998,The Waterboy,190191646.0,161491646.0,28700000.0,/movie/Waterboy-The-(1998),Comedy,"['Touchstone-Pictures', 'Robert-Simonds-Company', 'Jack-Giarraputo']",199,313691244.0,"['Adam Sandler', 'Fairuza Balk']",['Frank Coraci'],Adam Sandler,2,Frank Coraci,1,Touchstone-Pictures,3
884,885,2019,The LEGO Movie 2: The Second Part,190131036.0,105806508.0,84324528.0,/movie/Lego-Movie-2-The-Second-Part-The-(2019),Adventure,"['Lord-Miller', 'Vertigo-Entertainment', 'Rideback', 'Warner-Bros', 'Lego-Systems-A-S']",,,"['Chris Pratt', 'Elizabeth Banks', 'Will Arnett']",['Mike Mitchell'],Chris Pratt,3,Mike Mitchell,1,Lord-Miller,5
885,886,1995,Outbreak,190023573.0,67823573.0,122200000.0,/movie/Outbreak,Thriller-or-Suspense,['Warner-Bros'],842,142819285.0,"['Dustin Hoffman', 'Rene Russo', 'Morgan Freeman']",['Wolfgang Petersen'],Dustin Hoffman,3,Wolfgang Petersen,1,Warner-Bros,1
886,887,2011,Mr. Poppers's Penguins,189624452.0,68224452.0,121400000.0,/movie/Mr-Poppers-Penguins,Adventure,"['20th-Century-Fox', 'Davis-Entertainment', 'Dune-Entertainment']",,,"['Jim Carrey', 'Frank Welker']",['Mark Waters'],Jim Carrey,2,Mark Waters,1,20th-Century-Fox,3
887,888,1998,The X Files: Fight the Future,189176423.0,83898313.0,105278110.0,/movie/X-Files-Fight-the-Future-The,Action,['Nan'],688,163861097.0,[],[],,0,,0,Nan,1
888,889,2014,Xin Hua Lu Fang,188744961.0,774961.0,187970000.0,/movie/Xin-Hua-Lu-Fang,Comedy,"['Injo-Films-Limited', 'HuangBo-Studio']",,,"['Xu Zheng', 'Huang Bo']",['Hao Ning'],Xu Zheng,2,Hao Ning,1,Injo-Films-Limited,2
889,890,1988,Rambo III,188715611.0,53715611.0,135000000.0,/movie/Rambo-III,Action,['Nan'],,,[],[],,0,,0,Nan,1
890,891,2019,Abominable,188658974.0,60761390.0,127897584.0,/movie/Abominable-(2019),Adventure,"['Pearl-Studio', 'DreamWorks-Animation']",,,"['Chloe Bennet', 'Albert Tsai', 'Tenzing Norgay Trainor']",['Jill Culton'],Chloe Bennet,3,Jill Culton,1,Pearl-Studio,2
891,892,2011,Hop,188494082.0,108085305.0,80408777.0,/movie/Hop,Adventure,"['Relativity-Media', 'Illumination-Entertainment']",,,"['Russell Brand', 'Hank Azaria']",['Tim Hill'],Russell Brand,2,Tim Hill,1,Relativity-Media,2
892,893,1993,The Pelican Brief,187995859.0,100768056.0,87227803.0,/movie/Pelican-Brief-The-(1993),Thriller-or-Suspense,['Warner-Bros'],394,223908176.0,"['Julia Roberts', 'Denzel Washington']",['Alan J. Pakula'],Julia Roberts,2,Alan J. Pakula,1,Warner-Bros,1
893,894,2013,The Secret Life of Walter Mitty,187861183.0,58236838.0,129624345.0,/movie/Secret-Life-of-Walter-Mitty-The-(2012),Adventure,"['Samuel-Goldwyn-Films', 'Red-Hour-Productions', 'New-Line-Cinema']",,,['Ben Stiller'],['Ben Stiller'],Ben Stiller,1,Ben Stiller,1,Samuel-Goldwyn-Films,3
894,895,2005,Walk the Line,187707495.0,119519402.0,68188093.0,/movie/Walk-the-Line,Drama,"['Fox-2000-Pictures', 'Tree-Line-Film', 'Catfish']",652,169946845.0,[],[],,0,,0,Fox-2000-Pictures,3
895,896,1983,Octopussy,187500000.0,67900000.0,119600000.0,/movie/Octopussy,Action,"['Eon-Productions', 'United-Artists']",496,197448884.0,[],[],,0,,0,Eon-Productions,2
896,897,1995,Heat,187433328.0,67436818.0,119996510.0,/movie/Heat-(1995),Drama,"['Lion-Brand-Film', 'Warner-Bros', 'Regency-Enterprises']",862,140973435.0,[],[],,0,,0,Lion-Brand-Film,3
897,898,2009,The Final Destination,187384627.0,66477700.0,120906927.0,/movie/Final-Destination-The,Horror,"['New-Line-Cinema', 'Practical-Pictures', 'Parallel-Zide']",,,[],['David R. Ellis'],,0,David R. Ellis,1,New-Line-Cinema,3
898,899,1993,In the Line of Fire,187343874.0,102243874.0,85100000.0,/movie/In-the-Line-of-Fire,Thriller-or-Suspense,"['Castle-Rock-Entertainment', 'Columbia-Pictures']",384,226220737.0,['Clint Eastwood'],['Wolfgang Petersen'],Clint Eastwood,1,Wolfgang Petersen,1,Castle-Rock-Entertainment,2
899,900,2004,The Grudge,187281115.0,110359362.0,76921753.0,/movie/Grudge-The-(2004),Horror,['Ghost-House-Pictures'],697,162784494.0,[],[],,0,,0,Ghost-House-Pictures,1
900,901,2009,Watchmen,186976250.0,107509799.0,79466451.0,/movie/Watchmen,Action,"['Legendary-Pictures', 'Lawrence-Gordon', 'Lloyd-Levin']",934,131305302.0,[],[],,0,,0,Legendary-Pictures,3
901,902,1998,The Horse Whisperer,186883563.0,75383563.0,111500000.0,/movie/Horse-Whisperer-The-(1998),Drama,['Touchstone-Pictures'],809,147231007.0,[],[],,0,,0,Touchstone-Pictures,1
902,903,2009,Knowing,186450317.0,79957634.0,106492683.0,/movie/Knowing,Thriller-or-Suspense,"['Escape-Artists', 'Mystery-Clock-Cinema']",,,['Nicolas Cage'],['Alex Proyas'],Nicolas Cage,1,Alex Proyas,1,Escape-Artists,2
903,904,2001,Atlantis: The Lost Empire,186049020.0,84052762.0,101996258.0,/movie/Atlantis-The-Lost-Empire,Adventure,['Walt-Disney-Animation-Studios'],896,136028849.0,[],[],,0,,0,Walt-Disney-Animation-Studios,1
904,905,2018,Wu Shuang,186027770.0,,186027770.0,/movie/Wu-Shuang-(Hong-Kong)-(2018),Thriller-or-Suspense,['Nan'],,,[],[],,0,,0,Nan,1
905,906,2009,Paul Blart: Mall Cop,185904750.0,146336178.0,39568572.0,/movie/Paul-Blart-Mall-Cop,Adventure,"['Columbia-Pictures', 'Relativity-Media', 'Happy-Madison']",592,178725248.0,['Kevin James'],['Steve Carr'],Kevin James,1,Steve Carr,1,Columbia-Pictures,3
906,907,2006,Inside Man,185798265.0,88634237.0,97164028.0,/movie/Inside-Man,Thriller-or-Suspense,"['Universal-Pictures', 'Imagine-Entertainment', 'Brian-Grazer-Productions']",,,[],[],,0,,0,Universal-Pictures,3
907,908,2017,Pitch Perfect 3,185736412.0,104897530.0,80838882.0,/movie/Pitch-Perfect-3,Comedy,"['Universal-Pictures', 'Gold-Circle-Films', 'Brownstone']",,,"['Anna Kendrick', 'Rebel Wilson', 'Hailee Steinfeld']",['Trish Sie'],Anna Kendrick,3,Trish Sie,1,Universal-Pictures,3
908,909,2007,I Now Pronounce You Chuck and Larry,185708462.0,119725280.0,65983182.0,/movie/I-Now-Pronounce-You-Chuck-and-Larry,Comedy,"['Universal-Pictures', 'Relativity-Media', 'Happy-Madison']",721,159401679.0,"['Adam Sandler', 'Kevin James']",['Dennis Dugan'],Adam Sandler,2,Dennis Dugan,1,Universal-Pictures,3
909,910,2019,The White Storm 2: Drug Lords,185427900.0,,185427900.0,/movie/White-Storm-2-The-Drug-Lords-(Hong-Kong),Action,"['Entertainment-Universe', 'Guangdong', 'Sublime-Media-Group', 'Sil-Metropole-Organisation', 'Focus-Films', 'Sun-Entertainment-Culture', 'Hero-Films-Co-Ltd']",,,[],['Herman Yau'],,0,Herman Yau,1,Entertainment-Universe,7
